숙소명,시군구명,숙소설명
세인트 존스 호텔,강릉시,"세인트존스 호텔은 강릉에 위치하며, KTX 강릉역에서 차로 약 10분 거리에 있음. 초당순두부마을과 경포해변까지는 차로 약 5분, 강문해변까지는 도보로 약 10분이면 이동할 수 있어 관광에 편리함.  

호텔 최상층에는 동해 전망과 자연 채광을 즐길 수 있는 두 개의 인피니티 풀이 있으며, 오션 타워의 인피니티 풀에서는 성인 전용 이용 시간이 별도로 마련됨. 파인 타워에는 바디 슬라이드, 자쿠지, 반려견 전용 수영장이 있어 다양한 시설을 경험할 수 있음.  

그 외에도 반려견 전용 ‘도그 파크’, 편의점, 피트니스센터, 노래방, 코인 세탁실 등의 부대시설이 갖춰져 있음.  

총 1,091개의 객실을 보유하고 있으며, 일반 객실 외에도 반려견 전용 펫 룸, 키즈룸 등의 특화된 객실이 있음. 객실 테라스에서는 산 또는 바다 전망을 감상할 수 있음."
봉모텔,강릉시,"강릉 봉모텔은 교동에 위치해 있으며, 경포대와 중앙성남전통시장까지 차로 약 10분 이내에 이동할 수 있음. 정동진 해변까지는 19.4km, 주문진 해변까지는 20.8km 거리로 주요 관광지 접근성이 좋음.  

지정 흡연 구역이 마련되어 있으며, 무료 셀프 주차가 가능함.  

총 17개의 객실에는 에어컨과 냉장고가 구비되어 있으며, 무료 무선 인터넷을 이용할 수 있음. 전용 욕실에는 분사식 욕조와 헤어드라이어가 갖춰져 있고, 전화 등 기본 편의 시설이 마련되어 있음. 객실 정돈 서비스는 매일 제공됨."
루이스호텔,강릉시,"루이스호텔은 KTX 강릉역 1번 출구에서 도보로 약 8분 거리에 위치해 있으며, 중앙시장까지는 차로 약 10분, 경포대와 강릉 커피거리까지는 차로 약 15분 정도 소요됨.  

호텔 내에는 최대 30대까지 주차 가능한 주차장, 비즈니스 센터, 무료 Wi-Fi, 고데기 대여 서비스 등 다양한 편의 시설이 마련되어 있음.  

아늑하고 세련된 인테리어의 객실에는 컴퓨터, 핸드폰 충전기, 에어컨, 생수가 비치되어 있으며, 욕실에는 비데, 헤어드라이어, 기본 욕실용품 등이 구비되어 있어 쾌적한 숙박이 가능함."
오월의정원,강릉시,"이 숙박시설은 강릉에 위치해 있으며, 편안한 객실과 수영장을 포함한 다양한 시설을 갖추고 있음. 무료 무선 인터넷도 제공되어 투숙 중 온라인 이용이 가능함.  

객실은 편안한 분위기로 구성되어 있으며, 투숙객에게 필요한 기본적인 가구와 시설이 완비되어 있어 쾌적한 숙박이 가능함.  

양양 국제공항까지는 차로 약 90분 정도 소요되며, 강릉종합운동장도 차량으로 가까운 거리에 위치해 있어 접근성이 좋음."
카리브모텔,강릉시,"카리브모텔은 정동진역에서 도보로 약 20분 거리에 위치해 있어 교통 접근성이 좋으며, 정동진 시간박물관, 정동진조각공원, 정동진 해돋이공원 등 주요 관광지와도 가까움.  

모텔은 모던한 분위기의 객실을 제공하며, 각 객실에는 투숙객이 필요로 하는 기본적인 가구와 시설이 갖춰져 있어 편안한 숙박이 가능함.  

등명락가사까지는 도보로 약 5분, 정동진 레일바이크도 도보로 이동 가능한 거리로, 인근 관광을 즐기기에 적합한 위치임."
강릉 퀴스테 스파펜션,강릉시,"강릉 퀴스테 스파&풀빌라 펜션은 해변에 위치해 있으며, 강문 해변까지 도보 5분, 경포대까지는 차로 약 4분 거리에 있어 해안 관광에 적합한 위치임. 정동진 해변까지는 24.9km, 안목 해변까지는 3.9km 거리에 있음.  

지정 흡연 구역이 마련되어 있으며, 시설 내 무료 셀프 주차가 가능함.  

총 8개의 객실에는 냉장고와 LCD TV가 구비되어 있으며, 무료 무선 인터넷도 제공됨. 욕실에는 욕조 또는 샤워 시설이 마련되어 있어 쾌적한 숙박이 가능함."
델피노,고성군,"델피노는 설악산의 절경과 동해 바다 전망을 동시에 감상할 수 있는 리조트로, 속초시외버스터미널에서 차로 약 30분 거리에 위치함. 아야진 해수욕장과 송지호해수욕장까지는 차로 약 20분 거리로 주변 관광지 접근성도 뛰어남.  

온천수를 사용하는 인피니티 풀과 워터파크 ‘오션 플레이’, 키즈 파크, 스파 ‘유끼 바나’, 노래방, 게임 존 등 다양한 부대시설이 마련되어 있어 가족 단위 여행객에게 적합함.  

쇼핑 공간으로는 7321story 샵, 풍기 실크샵 등이 있으며, 객실은 호텔형과 리조트형으로 구성되어 있어 취향에 따라 선택 가능함.  

뷔페 레스토랑과 카페 등 다양한 식음 시설도 갖추고 있어 리조트 내에서 편리하게 식사를 즐길 수 있음."
파랑뷰 호텔,고성군,"호텔 파랑뷰는 여행이나 출장 후 편안한 휴식을 취하기에 적합한 숙소로, 실내 및 실외 수영장을 모두 갖추고 있어 여유로운 시간을 보낼 수 있음.  

숙소 내에는 음식점이 마련되어 있어 맛있는 식사를 즐길 수 있으며, 외출 없이 룸서비스로도 식사 주문이 가능함. 바(bar)도 운영되어 하루를 마무리하며 음료를 즐기기 좋음.  

바비큐 시설이 제공되며, 프런트 데스크 직원은 한국어를 포함한 2개 언어를 구사함.  

환전 서비스, 짐 보관, 세탁 서비스 등 다양한 편의 서비스가 마련되어 있으며, 차량 이용 고객을 위한 주차장도 제공됨."
일성설악콘도,고성군,"설악일성콘도는 속초시외버스터미널에서 차로 약 30분 거리에 위치해 있으며, 청초호까지는 약 20분, 속초해수욕장은 25분, 낙산사까지는 35분 거리로 주요 관광지와의 접근성이 좋음.  

고성에 위치한 이 숙소는 아늑한 객실과 기본적인 시설을 갖추고 있어 편안한 투숙이 가능함.  

객실은 편안한 분위기로 구성되어 있으며, 투숙객이 필요로 하는 기본적인 가구와 편의시설이 완비되어 있음."
㈜포유리조트,고성군,"포유리조트는 속초고속버스터미널에서 차로 약 25분 거리에 위치해 있으며, 아바이마을과 속초중앙시장까지는 약 30분, 낙산사까지는 약 40분 소요됨.  

고성에 위치한 이 호텔은 공용 구역 내 무료 무선 인터넷을 제공하며, 귀빈층, 회의실, 발렛 파킹 등 다양한 편의시설을 갖추고 있음.  

투숙객을 위한 금고, 물품 보관소, 컨시어지 서비스 등을 제공하며, 흡연 구역, 리프트, 매장 등 부대시설도 이용 가능함.  

양양 국제공항까지는 차로 약 50분 소요되며, 속초해수욕장도 차량으로 가까운 거리에 있어 관광 접근성이 우수함."
소노펠리체 델피노,고성군,"소노 펠리체 델피노는 속초시외버스터미널과 속초항에서 차로 약 20분 거리에 위치해 있으며, 설악산 국립공원, 속초 해수욕장, 울산 바위 등 주요 관광지도 모두 차로 약 20분 이내에 방문 가능함.  

리조트 내에는 인피니티 풀, 워터파크 ‘오션 플레이’, 실내 골프 연습장인 골프존 파크 등 다양한 레저 시설이 마련되어 있어 즐길 거리가 풍부함.  

또한, 베이커리 & 카페도 운영되어 간단한 식사나 커피 타임을 즐기기에 좋음."
설악썬밸리,고성군,"설악선밸리리조트는 봉수대해수욕장에서 차로 약 10분 거리에 위치해 있으며, 진부령 유원지까지는 약 45분, 낙산사까지는 약 50분 소요되어 주요 관광지와의 접근성도 우수함.  

리조트에는 전용 비치와 사우나 등 다양한 휴양 시설이 마련되어 있어 고성에서 럭셔리한 휴가를 즐기기에 적합함. 숙소 전역에서 무료 인터넷 이용이 가능함.  

객실에는 에어컨과 함께 냉장고가 구비된 주방이 마련되어 있으며, 객실 내 인터넷, 앉을 공간, 식사 공간 등 편의 시설이 잘 갖춰져 있음.  

내부 레스토랑에서 식사를 즐길 수 있으며, 라운지 바에서는 여유롭게 음료를 즐기며 휴식을 취할 수 있음."
금강산콘도,고성군,"고성 금강산 콘도는 고성에 위치한 숙소로, 화진포 해양 박물관과 화진포 해변까지 차로 약 5분 거리이며, 속초해변까지는 39.6km, 설악산 국립공원까지는 40.5km 거리에 있음.  

풀서비스 스파에서 고급스러운 휴식을 즐길 수 있으며, 무료 무선 인터넷, 선물 가게/신문 가판대, 피크닉 공간 등 다양한 부대시설도 마련되어 있음.  

레스토랑에서 식사를 즐길 수 있으며, 커피숍/카페에서는 간단한 스낵이 제공됨. 유료 아침 식사(주문 요리)는 매일 07:30~10:00에 이용 가능함.  

비즈니스 센터, 로비 무료 신문, 24시간 프런트 데스크, 회의실 2곳이 운영되며, 무료 셀프 주차도 제공됨.  

총 225개의 객실에는 에어컨과 함께 냉장고, 스토브 등이 갖춰진 간이 주방이 마련되어 있어 편리하며, 평면 TV로 프리미엄 채널 시청 가능하고 무료 Wi-Fi도 제공됨. 욕실에는 전신 욕조가 구비되어 있음.  

※ 오션뷰 객실 선택 시 현장 결제 추가 요금이 발생할 수 있음."
고성 아야진스테이,고성군,"전 객실에서 넓은 유리창을 통해 동해 바다를 감상할 수 있는 숙소임. 바다 전망 스파와 푹신한 침구, 다이닝 공간이 갖춰져 있어 편안한 휴식을 즐기기 좋음. 아야진의 한적한 분위기 속에서 프라이빗하게 머물 수 있는 공간임.

스테이를 즐긴 후에는 바닷가로 나가 생동감 넘치는 파도를 경험하며 새로운 감각을 깨울 수 있음. 바다와 함께 여유를 누리기에 알맞은 곳임."
이랜드파크 켄싱턴 리조트 설악밸리,고성군,"켄싱턴 리조트 설악밸리는 고성 토성면에 위치한 4성급 콘도형 리조트로, 설악산 국립공원과 속초해변까지 차로 약 15분, 테디베어팜은 6km, 설악 워터피아는 7.8km 거리에 있음.  

무료 무선 인터넷과 콘시어지 서비스 등 다양한 편의 시설을 이용할 수 있으며, 리조트 내 커피숍/카페에서 간단한 식사를 즐기거나 식료품점/편의점을 편리하게 이용할 수 있음.  

24시간 운영되는 프런트 데스크, 짐 보관 서비스가 제공되며, 무료 셀프 주차도 가능함.  

총 144개의 객실에는 냉장고와 스토브가 구비된 주방이 마련되어 있어 취사 가능하며, 평면 TV(위성 채널), 무료 Wi-Fi, 책상, 별도의 좌석 공간 등이 제공됨. 객실 정돈 서비스는 숙박 기간 중 1회 제공됨."
이랜드파크 켄싱턴 리조트 설악비치,고성군,"켄싱턴리조트 설악비치는 설악산과 동해의 절경을 동시에 감상할 수 있는 고성의 대표 리조트임. 속초고속버스터미널에서 차로 15분 거리에 있으며, 리조트 바로 앞에 바다가 있어 프라이빗한 휴양을 즐기기 좋음.  

주변 관광지로는 봉포항(차로 3분), 영랑호·대포항(차로 15분), 낙산사(차로 25분) 등이 있음.  

1층에는 해수 사우나와 북카페가 있어 여유로운 시간을 보낼 수 있으며, 투어 데스크, 편의점 등의 부대시설도 편리하게 이용 가능함. 호텔 외부 주차장은 무료로 제공됨.  

총 168개의 객실이 있으며, 추가 요금으로 동해 전망 객실 이용이 가능함. 객실 내에는 조리 기구가 완비된 부엌이 있어 간단한 취사가 가능함.  

1층에는 한식당 해원과 애슐리 뷔페가 있으며, 조식 뷔페는 유료로 이용할 수 있음. 다양한 휴식과 편의가 어우러진 리조트임."
오션투유리조트,고성군,"포유리조트는 고성에 위치한 숙소로, 속초고속버스터미널에서 차로 약 25분, 아바이마을과 속초중앙시장까지는 약 30분, 낙산사까지는 약 40분 거리에 있음.  

공용 구역 내 무료 무선 인터넷이 제공되며, 귀빈층, 회의실, 발렛 파킹 등의 시설도 갖추고 있음.  

금고, 물품 보관소, 컨시어지 서비스 등 다양한 편의 서비스를 제공하며, 흡연 구역, 리프트, 매장 등 부대시설도 운영 중임.  

양양 국제공항까지는 차로 약 50분 소요되며, 속초해수욕장도 차량으로 가까운 거리에 있어 이동이 편리함."
고성 롱비치275,고성군,X
파인 리즈 리조트,고성군,"파인리즈리조트는 고성에 위치한 호텔로, 속초고속버스터미널에서 차로 약 25분 거리에 있으며, 아바이마을과 속초중앙시장은 차로 30분, 낙산사는 약 40분 거리에 있음.  

호텔에는 공용 구역 무료 Wi-Fi가 제공되며, 24시간 운영되는 리셉션도 갖추고 있어 편리한 서비스를 이용할 수 있음.  

총 168개의 객실이 마련되어 있으며, 모든 객실에는 편안한 숙박을 위한 기본 시설이 완비되어 있음.  

호텔 내 레스토랑에서 다양한 메뉴의 아침 식사를 제공하며, 투숙객은 내부 식당에서 식사를 즐길 수 있음."
아이파크콘도,고성군,"설악의 정취 한가운데 자리잡고 있는 아이파크콘도는 푸르른 자연과의 조화속에서 한적한 여유로움의 조용하고 안정된 휴식이 가능하다. 설악의 전경을 한눈에 볼 수 있게 마련된 라운드형 설계로 미시령에서 동해까지 탁 트여있는 시원한 전망을 선사한다. 또한, 한 단계 높은 수준의 복합레저공간을 제공하고 있다. 
아이파크콘도는 고객 욕구를 충족하는 고객 우선 경영으로 콘도를 찾아오는 모든 고객에게 편안한 휴식공간 제공을 위해 모든 직원이 정성을 다 하고 있다."
